period,duration,depth,planet_radius,disposition,semi_major_axis,source,star_radius,teff,logg
5.25419589,2.9878,461.8,2.12,CONFIRMED,0.0602,Kepler,,,
5.90608902,2.409,340.7,1.77,CONFIRMED,0.065,Kepler,,,
13.81504449,2.3244,1032.6,1.91,CONFIRMED,0.0903,Kepler,,,
12.4128518,4.298,108.1,1.5,CONFIRMED,0.1063,Kepler,,,
3.92453009,3.691,463.5,1.82,CONFIRMED,0.0478,Kepler,,,
11.60653061,2.194,771.7,1.88,CONFIRMED,0.0885,Kepler,,,
2.66831274,2.4141,266.2,1.48,CONFIRMED,0.0376,Kepler,,,
2.9322509,2.931,181.2,1.33,FALSE POSITIVE,0.0407,Kepler,,,
23.4772553,6.735,141.4,1.34,CONFIRMED,0.1633,Kepler,,,
66.5576728,10.532,214.2,4.96,CONFIRMED,0.38,Kepler,,,
2.01948607,5.248,275.4,2.15,FALSE POSITIVE,0.0311,Kepler,,,
3.04468229,5.951,71.4,0.86,FALSE POSITIVE,0.0383,Kepler,,,
15.05028313,1.848,615.2,2.46,FALSE POSITIVE,0.1233,Kepler,,,
2.455240626,1.72722,36912.0,10.6,CONFIRMED,0.0298,Kepler,,,
9.08233411,2.008,296.9,1.35,CONFIRMED,0.0815,Kepler,,,
0.790539912,1.0567,277.3,1.24,FALSE POSITIVE,0.0152,Kepler,,,
1.705782214,1.007,278.0,1.82,FALSE POSITIVE,0.0269,Kepler,,,
0.532086296,4.023,495.8,16.99,FALSE POSITIVE,0.0118,Kepler,,,
47.7052566,5.959,1161.5,2.89,CONFIRMED,0.2253,Kepler,,,
6.238535444,3.5255,401.6,2.53,CONFIRMED,0.0685,Kepler,,,
86.829519,7.464,751.0,1.68,CONFIRMED,0.3013,Kepler,,,
9.95667035,3.534,586.8,3.41,CONFIRMED,0.0921,Kepler,,,
10.41728722,4.125,210.4,1.64,CONFIRMED,0.0914,Kepler,,,
0.984941669,1.9724,81.4,1.49,CONFIRMED,0.0201,Kepler,,,
0.663085361,1.1522,322.7,1.6,CONFIRMED,0.0141,Kepler,,,
19.1187425,6.805,217.5,2.33,CONFIRMED,0.1444,Kepler,,,
1.08749101,1.6192,126.4,4.91,FALSE POSITIVE,0.0235,Kepler,,,
1.183818383,1.393,84.3,0.91,FALSE POSITIVE,0.0222,Kepler,,,
4.98845099,7.453,193.9,1.33,FALSE POSITIVE,0.0545,Kepler,,,
3.543919702,1.8717,507.0,1.21,CONFIRMED,0.037,Kepler,,,
8.28157072,3.1,139.2,1.37,CANDIDATE,0.0795,Kepler,,,
0.82628442,0.9603,134.9,0.96,CANDIDATE,0.0166,Kepler,,,
6.37705295,1.949,502.8,2.15,CANDIDATE,0.0691,Kepler,,,
8.83929462,1.719,316.2,1.94,CONFIRMED,0.0795,Kepler,,,
0.631795416,1.0703,145.2,1.88,FALSE POSITIVE,0.0155,Kepler,,,
7.56126152,2.851,180.6,1.2,CONFIRMED,0.0751,Kepler,,,
34.9897847,4.208,498.5,1.14,CONFIRMED,0.1691,Kepler,,,
7.05429483,1.716,359.3,1.0,CONFIRMED,0.0581,Kepler,,,
2.27050106,1.903,106.7,0.55,CANDIDATE,0.0275,Kepler,,,
26.7838935,4.584,365.3,1.59,CONFIRMED,0.1673,Kepler,,,
45.126216,6.656,373.1,2.32,CONFIRMED,0.263,Kepler,,,
11.94019101,2.866,631.7,1.86,CONFIRMED,0.096,Kepler,,,
3.51295674,3.06,83.1,1.1,FALSE POSITIVE,0.0461,Kepler,,,
48.4313003,4.03,886.4,2.78,CONFIRMED,0.239,Kepler,,,
7.203855862,2.5418,1765.9,2.25,CONFIRMED,0.0595,Kepler,,,
6.73808701,2.591,92.9,0.73,CONFIRMED,0.0647,Kepler,,,
7.57571414,2.357,418.5,2.45,FALSE POSITIVE,0.0812,Kepler,,,
4.76887671,1.672,115.8,2.11,FALSE POSITIVE,0.0565,Kepler,,,
1.347512632,1.9817,2651.8,23.45,FALSE POSITIVE,0.0208,Kepler,,,
0.512581697,1.5789,259.1,1.32,FALSE POSITIVE,0.0122,Kepler,,,
12.07760884,2.233,151.0,1.03,FALSE POSITIVE,0.0945,Kepler,,,
18.55581565,5.372,565.9,20.83,CANDIDATE,0.1919,Kepler,,,
13.33094869,1.426,725.6,25.95,CANDIDATE,0.1092,Kepler,,,
6.38315744,1.7075,1112.6,2.35,FALSE POSITIVE,0.062,Kepler,,,
27.52194772,4.047,2312.8,2.47,CONFIRMED,0.1445,Kepler,,,
16.1289679,6.271,389.0,2.94,CONFIRMED,0.1202,Kepler,,,
13.5631157,5.438,336.4,1.75,CONFIRMED,0.1109,Kepler,,,
16.2959916,2.116,369.6,1.83,CONFIRMED,0.123,Kepler,,,
4.16056658,2.61,75.8,0.7,CONFIRMED,0.0491,Kepler,,,
2.93101771,2.231,199.1,1.15,FALSE POSITIVE,0.0359,Kepler,,,
39.79220077,4.466,610.4,1.9,CONFIRMED,0.2144,Kepler,,,
16.2276756,3.699,525.8,2.11,FALSE POSITIVE,0.1163,Kepler,,,
1.595630597,1.793,259.6,17.94,FALSE POSITIVE,0.0248,Kepler,,,
14.8200596,3.902,184.9,0.96,CONFIRMED,0.1089,Kepler,,,
20.49041,4.369,661.8,2.34,CONFIRMED,0.1485,Kepler,,,
0.962827066,4.48,86.3,29.27,FALSE POSITIVE,0.0218,Kepler,,,
8.679037,2.864,301.6,1.79,CONFIRMED,0.083,Kepler,,,
11.1296971,2.942,371.0,1.93,CONFIRMED,0.0989,Kepler,,,
2.7296036,2.721,145.6,1.53,CONFIRMED,0.0394,Kepler,,,
3.11604194,1.7763,345.2,1.59,CONFIRMED,0.0415,Kepler,,,
46.82767725,1.9033,1537.7,2.13,CONFIRMED,0.2068,Kepler,,,
12.7372371,3.358,100.8,0.87,CONFIRMED,0.1021,Kepler,,,
40.0306267,4.815,214.5,2.01,CONFIRMED,0.2408,Kepler,,,
0.679336747,1.2188,240.7,1.4,CONFIRMED,0.0148,Kepler,,,
213.6103207,10.7643,110990.0,46.07,FALSE POSITIVE,0.6837,Kepler,,,
170.8658492,16.9895,29841.0,24.4,FALSE POSITIVE,0.6155,Kepler,,,
21.47642727,5.5498,348130.0,59.5,CANDIDATE,0.1515,Kepler,,,
17.5509742,4.064,3859.0,5.97,FALSE POSITIVE,0.1325,Kepler,,,
88.5122014,6.8214,2518.7,4.7,CONFIRMED,0.378,Kepler,,,
10.21507506,3.395,258.6,1.5,FALSE POSITIVE,0.0888,Kepler,,,
8.3806973,3.028,650.8,1.91,FALSE POSITIVE,0.0746,Kepler,,,
31.0572947,3.401,636.6,1.85,CONFIRMED,0.1803,Kepler,,,
15.1622287,7.332,479.8,3.12,CONFIRMED,0.1259,Kepler,,,
10.04378351,5.548,437.9,2.94,CONFIRMED,0.0957,Kepler,,,
7.10397925,1.5398,370.5,1.51,CANDIDATE,0.0691,Kepler,,,
4.5513988,2.457,188.7,1.13,CONFIRMED,0.0499,Kepler,,,
10.91274065,2.1801,1387.2,2.13,CONFIRMED,0.0785,Kepler,,,
12.2141545,10.262,535.8,18.13,FALSE POSITIVE,0.1016,Kepler,,,
3.732261,2.054,153.6,1.09,FALSE POSITIVE,0.0448,Kepler,,,
3.03267135,1.774,42.4,0.6,CONFIRMED,0.0405,Kepler,,,
5.34182466,3.577,70.5,0.95,CONFIRMED,0.058,Kepler,,,
2.131945045,1.8061,269.4,1.66,CONFIRMED,0.0335,Kepler,,,
12.9462567,9.568,168.7,1.13,CONFIRMED,0.1062,Kepler,,,
5.77957133,2.5213,396.6,1.5,CONFIRMED,0.0532,Kepler,,,
6.77367892,3.579,150.7,1.33,CANDIDATE,0.0727,Kepler,,,
5.22402436,2.608,48.1,0.58,CANDIDATE,0.0556,Kepler,,,
11.6601667,5.882,181.0,2.08,CONFIRMED,0.1016,Kepler,,,
89.465468,9.88,67.9,2.57,FALSE POSITIVE,0.4285,Kepler,,,
18.0161227,4.016,499.5,2.39,CONFIRMED,0.1369,Kepler,,,
40.8777605,9.745,719.1,29.55,FALSE POSITIVE,0.2314,Kepler,,,
6.80243431,3.817,249.1,2.6,FALSE POSITIVE,0.0675,Kepler,,,
84.5733346,5.762,891.6,2.59,CONFIRMED,0.3778,Kepler,,,
21.30181863,3.8763,87.3,0.72,CONFIRMED,0.1413,Kepler,,,
4.14789051,3.829,137.6,1.93,CONFIRMED,0.0541,Kepler,,,
15.92108138,1.5443,716.8,3.14,CANDIDATE,0.1201,Kepler,,,
19.0054098,1.843,542.4,28.47,CONFIRMED,0.1412,Kepler,,,
1.96433113,2.381,139.1,1.33,FALSE POSITIVE,0.0323,Kepler,,,
2.81043228,3.874,47.4,1.43,CANDIDATE,0.041,Kepler,,,
0.968527683,1.3672,114.6,1.21,CONFIRMED,0.0191,Kepler,,,
0.664074145,1.0925,212.6,1.19,CONFIRMED,0.0143,Kepler,,,
11.7489907,4.043,36.7,1.01,FALSE POSITIVE,0.1077,Kepler,,,
175.603366,9.543,506.8,2.87,CANDIDATE,0.6288,Kepler,,,
3.849371737,2.632,1298.6,12.94,CONFIRMED,0.0548,Kepler,,,
0.366197145,1.2335,275.3,51.34,FALSE POSITIVE,0.0122,Kepler,,,
4.164384505,1.8464,2338.0,2.54,CONFIRMED,0.0411,Kepler,,,
2.10433534,1.1168,242.1,0.79,CONFIRMED,0.025,Kepler,,,
28.8431751,3.171,756.7,2.66,CONFIRMED,0.1679,Kepler,,,
1.378649746,1.2232,22462.0,6.51,FALSE POSITIVE,0.0188,Kepler,,,
1.112207126,1.35,54.7,0.73,FALSE POSITIVE,0.0214,Kepler,,,
64.034363,9.174,758.8,3.47,CANDIDATE,0.2926,Kepler,,,
1.303576682,1.021,245.5,1.51,FALSE POSITIVE,0.0237,Kepler,,,
1.958577398,2.388,453.0,1.8,FALSE POSITIVE,0.0296,Kepler,,,
5.19103699,4.222,290.1,1.92,CONFIRMED,0.0625,Kepler,,,
4.86638504,2.296,143.8,1.32,CONFIRMED,0.0557,Kepler,,,
4.79176993,4.52,116.6,0.81,FALSE POSITIVE,0.0498,Kepler,,,
25.1933989,4.62,481.2,1.95,CONFIRMED,0.156,Kepler,,,
0.759762021,4.912,227.0,24.2,FALSE POSITIVE,0.0171,Kepler,,,
4.790912471,0.5134,360.7,2.25,CANDIDATE,0.0486,Kepler,,,
6.49441464,2.344,357.3,1.75,CONFIRMED,0.0612,Kepler,,,
2.576571021,1.5997,852.8,1.57,CONFIRMED,0.03,Kepler,,,
28.4750006,4.718,763.8,2.64,CONFIRMED,0.1689,Kepler,,,
14.7966306,5.613,56.1,0.98,CONFIRMED,0.1268,Kepler,,,
11.25401871,4.759,433.4,2.42,CONFIRMED,0.0991,Kepler,,,
9.18244299,4.318,87.6,1.24,CONFIRMED,0.0886,Kepler,,,
14.6134781,5.266,72.8,1.12,CONFIRMED,0.1208,Kepler,,,
119.682075,31.28,1704.1,30.39,FALSE POSITIVE,0.48,Kepler,,,
42.9923284,4.726,1120.1,3.32,CONFIRMED,0.2336,Kepler,,,
6.88341278,2.0674,487.4,2.63,CONFIRMED,0.075,Kepler,,,
4.593595496,2.7468,45034.0,44.14,FALSE POSITIVE,0.0538,Kepler,,,
197.5111484,11.106,2575.6,9.52,CONFIRMED,0.6711,Kepler,,,
11.1726723,6.106,76.8,1.5,CONFIRMED,0.0989,Kepler,,,
2.53573284,3.989,68.0,1.36,CONFIRMED,0.0368,Kepler,,,
6.79164656,3.343,102.6,1.01,CONFIRMED,0.0658,Kepler,,,
11.8376933,3.381,92.9,1.0,CONFIRMED,0.0953,Kepler,,,
18.5525162,4.385,771.5,2.53,CONFIRMED,0.1336,Kepler,,,
47.3659328,7.929,757.0,11.97,CANDIDATE,0.2475,Kepler,,,
13.3669309,3.733,12.2,0.27,CONFIRMED,0.1025,Kepler,,,
1.045492348,2.933,28.7,0.83,FALSE POSITIVE,0.0198,Kepler,,,
4.86634094,1.885,366.7,1.94,CONFIRMED,0.052,Kepler,,,
5.60402307,1.0273,224.9,1.25,CONFIRMED,0.0563,Kepler,,,
13.0313583,4.521,573.3,2.88,CONFIRMED,0.1057,Kepler,,,
40.9905002,7.336,297.3,2.41,CONFIRMED,0.2383,Kepler,,,
57.2932309,4.878,773.6,1.95,CONFIRMED,0.2597,Kepler,,,
8.00504749,3.32,187.5,1.52,CONFIRMED,0.0818,Kepler,,,
12.13070414,3.843,211.2,1.61,CONFIRMED,0.108,Kepler,,,
5.61357653,2.905,162.3,1.41,CONFIRMED,0.0646,Kepler,,,
29.2254372,5.293,174.1,1.35,CANDIDATE,0.1901,Kepler,,,
1.33255087,3.565,123.3,1.19,FALSE POSITIVE,0.0229,Kepler,,,
40.8792243,7.005,413.6,1.62,FALSE POSITIVE,0.2129,Kepler,,,
18.8262877,2.344,795.8,2.34,CONFIRMED,0.128,Kepler,,,
13.9034057,3.408,261.4,1.55,CANDIDATE,0.1058,Kepler,,,
3.41045981,2.866,136.2,1.06,CONFIRMED,0.0395,Kepler,,,
4.76702759,2.013,163.4,1.19,CONFIRMED,0.0528,Kepler,,,
13.62801048,3.5374,912.8,3.28,CONFIRMED,0.1039,Kepler,,,
53.3580444,6.812,736.1,3.41,CANDIDATE,0.2695,Kepler,,,
16.83203175,4.031,326.0,1.86,CONFIRMED,0.1256,Kepler,,,
13.37499553,1.639,458.1,2.01,FALSE POSITIVE,0.1047,Kepler,,,
4.35370136,1.913,168.9,1.33,FALSE POSITIVE,0.0495,Kepler,,,
134.96694,18.43,68.4,0.87,FALSE POSITIVE,0.5244,Kepler,,,
1.385787741,1.6449,85.4,0.55,CONFIRMED,0.0206,Kepler,,,
12.02295362,1.2667,778.6,3.28,CONFIRMED,0.1016,Kepler,,,
16.79716262,3.83,1023.8,2.75,CONFIRMED,0.1158,Kepler,,,
18.59611518,2.3052,813.8,1.53,CONFIRMED,0.112,Kepler,,,
5.77440326,1.768,245.3,0.8,CONFIRMED,0.0511,Kepler,,,
2.622134451,4.735,128.2,1.64,FALSE POSITIVE,0.0382,Kepler,,,
11.47685263,2.756,240.6,1.58,CONFIRMED,0.0976,Kepler,,,
73.711039,10.062,136.7,1.77,CANDIDATE,0.3741,Kepler,,,
14.43348326,2.663,526.8,16.25,CANDIDATE,0.106,Kepler,,,
40.0088894,3.616,582.3,20.75,FALSE POSITIVE,0.2264,Kepler,,,
6.35705314,1.324,272.2,1.59,CANDIDATE,0.0682,Kepler,,,
6.58738839,4.758,258.5,1.35,FALSE POSITIVE,0.0665,Kepler,,,
0.759706632,1.0896,39.7,1.38,FALSE POSITIVE,0.0206,Kepler,,,
4.37033233,2.845,177.8,1.56,CONFIRMED,0.0519,Kepler,,,
1.530515205,0.5945,659.7,0.84,CANDIDATE,0.0163,Kepler,,,
1.08070294,3.363,145.6,1.04,FALSE POSITIVE,0.0194,Kepler,,,
4.74254518,1.023,305.7,1.77,FALSE POSITIVE,0.0573,Kepler,,,
18.13559979,2.019,452.7,24.49,FALSE POSITIVE,0.1396,Kepler,,,
51.20690303,8.99,,,CONFIRMED,,Kepler,,,
3.70429015,3.37,55.7,1.45,CONFIRMED,0.0502,Kepler,,,
37.3331165,7.643,187.8,2.5,CONFIRMED,0.226,Kepler,,,
17.6997392,2.76,752.7,1.96,CANDIDATE,0.1218,Kepler,,,
7.9709719,1.2893,488.4,2.27,CONFIRMED,0.0762,Kepler,,,
6.03355539,10.049,89.5,3.34,CONFIRMED,0.0663,Kepler,,,
3.02558494,3.0008,128.3,1.62,CONFIRMED,0.0418,Kepler,,,
0.933746783,4.255,417.5,1.3,FALSE POSITIVE,0.0162,Kepler,,,
6.09740316,4.635,568.5,45.49,FALSE POSITIVE,0.0831,Kepler,,,
0.754457729,0.5891,248.2,2.07,CANDIDATE,0.0158,Kepler,,,
2.7612237,3.681,66.8,1.84,CONFIRMED,0.0435,Kepler,,,
5.59727625,1.659,200.8,1.26,FALSE POSITIVE,0.0603,Kepler,,,
62.6825769,2.327,398.9,39.8,CANDIDATE,0.3583,Kepler,,,
50.5715805,3.726,1282.6,2.74,FALSE POSITIVE,0.2556,Kepler,,,
16.2707207,5.707,468.0,28.42,CANDIDATE,0.1323,Kepler,,,
2.032319072,1.6762,315.5,1.87,CONFIRMED,0.0326,Kepler,,,
4.100870416,8.15361,123520.0,82.46,FALSE POSITIVE,0.0517,Kepler,,,
4.35407371,2.427,277.1,1.63,CONFIRMED,0.0484,Kepler,,,
11.32269749,3.517,311.0,1.51,CONFIRMED,0.0848,Kepler,,,
13.71218522,2.437,786.7,2.47,CONFIRMED,0.1091,Kepler,,,
12.14684625,6.197,70.7,1.75,CONFIRMED,0.1096,Kepler,,,
7.46718958,3.633,75.7,1.04,CONFIRMED,0.0806,Kepler,,,
5.42204257,2.952,79.1,1.39,CANDIDATE,0.0617,Kepler,,,
48.8882668,6.468,462.8,2.96,CONFIRMED,0.2395,Kepler,,,
51.1319346,6.019,382.3,2.43,CONFIRMED,0.2705,Kepler,,,
133.516435,2.196,510.0,2.01,FALSE POSITIVE,0.5006,Kepler,,,
39.8312536,2.442,388.8,1.46,CONFIRMED,0.2119,Kepler,,,
9.549277089,1.5832,1826.9,1.57,CONFIRMED,0.0646,Kepler,,,
24.1073172,10.465,104.2,2.74,CANDIDATE,0.1872,Kepler,,,
17.60461401,3.716,2292.1,2.64,CONFIRMED,0.1072,Kepler,,,
1.228721184,1.041,465.6,1.62,FALSE POSITIVE,0.0203,Kepler,,,
51.5738653,2.784,900.7,2.41,CANDIDATE,0.2638,Kepler,,,
4.69505576,3.058,240.0,1.49,CONFIRMED,0.0557,Kepler,,,
0.569115976,2.028,796.9,1.8,FALSE POSITIVE,0.0116,Kepler,,,
7.258450123,5.7297,3714.7,5.53,FALSE POSITIVE,0.0736,Kepler,,,
6.0959841,10.39,112.7,0.99,FALSE POSITIVE,0.0599,Kepler,,,
22.9221181,8.2,140.3,1.33,CONFIRMED,0.1564,Kepler,,,
16.10474503,5.712,124.1,3.21,CONFIRMED,0.1418,Kepler,,,
7.42697378,3.206,205.2,1.4,CONFIRMED,0.0734,Kepler,,,
0.874629873,1.782,68.1,0.72,FALSE POSITIVE,0.0165,Kepler,,,
5.46091846,1.781,172.0,1.25,FALSE POSITIVE,0.0591,Kepler,,,
3.17323012,1.9094,204.5,0.88,CONFIRMED,0.0362,Kepler,,,
13.2970695,3.283,219.7,0.91,CONFIRMED,0.094,Kepler,,,
5.398752862,3.4303,346.5,2.21,CONFIRMED,0.0602,Kepler,,,
5.26648126,1.964,97.8,1.07,FALSE POSITIVE,0.0598,Kepler,,,
2.67596808,2.021,420.6,1.57,FALSE POSITIVE,0.0348,Kepler,,,
7.41683033,7.274,72.6,3.36,CONFIRMED,0.0777,Kepler,,,
0.727331746,0.8323,357.4,0.67,CONFIRMED,0.0115,Kepler,,,
1.302017467,1.3692,290.5,1.37,CONFIRMED,0.0215,Kepler,,,
8.63050092,3.144,325.8,1.43,CONFIRMED,0.0779,Kepler,,,
12.49117388,2.848,189.9,1.36,FALSE POSITIVE,0.1008,Kepler,,,
3.27645723,2.219,323.0,1.71,CONFIRMED,0.0443,Kepler,,,
16.0573291,3.546,575.0,2.27,CONFIRMED,0.1199,Kepler,,,
8.44326557,3.353,359.5,1.97,FALSE POSITIVE,0.0844,Kepler,,,
4.60300256,2.6848,302.5,1.32,CONFIRMED,0.0496,Kepler,,,
16.9329284,1.218,488.3,2.46,FALSE POSITIVE,0.135,Kepler,,,
12.00089667,3.266,420.7,1.47,CONFIRMED,0.0906,Kepler,,,
1.169010526,1.1717,165.9,91.91,FALSE POSITIVE,0.0283,Kepler,,,
1.916940872,1.4243,105.1,0.89,CONFIRMED,0.0282,Kepler,,,
5.05661302,3.926,137.9,1.15,CONFIRMED,0.0583,Kepler,,,
24.3344939,6.557,323.1,1.74,CONFIRMED,0.167,Kepler,,,
131.187921,6.905,915.9,2.34,CONFIRMED,0.4644,Kepler,,,
2.17489806,4.599,74.8,1.08,FALSE POSITIVE,0.033,Kepler,,,
25.8859397,4.548,217.1,1.66,CONFIRMED,0.1606,Kepler,,,
28.6253502,4.551,652.7,2.38,CONFIRMED,0.1857,Kepler,,,
6.98141327,6.527,38.0,1.42,CONFIRMED,0.0806,Kepler,,,
1.319677953,1.978,100.7,1.13,FALSE POSITIVE,0.0245,Kepler,,,
8.94337724,2.469,215.1,1.48,CONFIRMED,0.0807,Kepler,,,
0.827151296,1.385,272.4,19.1,CANDIDATE,0.0172,Kepler,,,
12.282998287,2.7096,2794.7,2.83,CONFIRMED,0.0847,Kepler,,,
0.328686504,0.8592,171.9,1.11,FALSE POSITIVE,0.009,Kepler,,,
6.383159135,1.7504,2313.2,2.73,CONFIRMED,0.0562,Kepler,,,
5.57654782,3.673,53.6,0.92,CONFIRMED,0.0659,Kepler,,,
115.6863392,4.65,945.9,3.52,CONFIRMED,0.4684,Kepler,,,
3.81371423,1.973,281.0,1.37,CONFIRMED,0.0464,Kepler,,,
38.0970717,4.307,913.3,1.58,CONFIRMED,0.1667,Kepler,,,
11.6191707,1.819,700.4,2.21,CANDIDATE,0.0977,Kepler,,,
2.637574744,5.4573,5423.5,9.16,FALSE POSITIVE,0.039,Kepler,,,
38.2292037,3.893,605.8,1.51,CANDIDATE,0.1865,Kepler,,,
16.3012727,3.974,259.5,1.54,CONFIRMED,0.1186,Kepler,,,
13.32354078,3.873,116.6,1.32,CONFIRMED,0.1165,Kepler,,,
2.607545159,1.3916,351.5,2.07,CONFIRMED,0.0393,Kepler,,,
3.24417541,1.992,371.9,1.84,CONFIRMED,0.0401,Kepler,,,
176.845697,3.812,431.6,42.05,CANDIDATE,0.574,Kepler,,,
6.85567248,2.268,197.7,1.27,FALSE POSITIVE,0.0702,Kepler,,,
2.28607282,7.82,261.8,1.01,FALSE POSITIVE,0.0301,Kepler,,,
9.60505976,3.0063,55.0,0.91,CONFIRMED,0.0883,Kepler,,,
3.54789928,2.861,185.3,0.99,FALSE POSITIVE,0.0422,Kepler,,,
18.0243482,3.575,441.2,1.98,CANDIDATE,0.1346,Kepler,,,
16.4793229,3.312,479.1,1.53,CANDIDATE,0.1165,Kepler,,,
3.65690909,2.064,107.4,1.32,CONFIRMED,0.0488,Kepler,,,
88.0712769,6.758,885.4,2.4,CONFIRMED,0.3575,Kepler,,,
8.38395796,5.2,108.5,3.24,CONFIRMED,0.0896,Kepler,,,
1.68189051,2.992,83.2,1.27,CONFIRMED,0.0283,Kepler,,,
8.59000355,6.68,298.1,1.82,FALSE POSITIVE,0.0812,Kepler,,,
44.9977604,9.686,170.2,1.59,CONFIRMED,0.2555,Kepler,,,
7.12815163,5.522,45.9,1.36,CONFIRMED,0.082,Kepler,,,
2.10081629,2.8182,169.1,1.65,CANDIDATE,0.0318,Kepler,,,
0.872952088,1.4499,137.3,25.5,FALSE POSITIVE,0.0204,Kepler,,,
7.01074295,2.1787,222.8,3.76,CONFIRMED,0.0771,Kepler,,,
17.2922631,7.042,203.1,2.13,CONFIRMED,0.1361,Kepler,,,
94.289223,4.102,505.4,2.11,CONFIRMED,0.4092,Kepler,,,
14.02634692,1.2808,403.6,2.66,CONFIRMED,0.116,Kepler,,,
12.425866431,29.1428,257.9,2.12,FALSE POSITIVE,0.0982,Kepler,,,
25.5433704,8.567,138.6,2.11,CONFIRMED,0.171,Kepler,,,
33.8542586,12.689,253.3,15.96,FALSE POSITIVE,0.2402,Kepler,,,
45.0909201,4.605,436.3,2.44,CONFIRMED,0.2478,Kepler,,,
15.0539886,4.422,221.5,1.44,CONFIRMED,0.1078,Kepler,,,
3.67936863,3.47,85.9,0.92,CANDIDATE,0.043,Kepler,,,
7.4464635,4.084,78.0,0.77,CANDIDATE,0.0688,Kepler,,,
159.388788,8.432,1033.0,2.73,CONFIRMED,0.5368,Kepler,,,
1.565412613,0.7572,2754.6,1.73,CONFIRMED,0.0182,Kepler,,,
5.14892346,0.9613,2355.0,1.72,CONFIRMED,0.0403,Kepler,,,
0.730943372,3.004,134.7,1.37,FALSE POSITIVE,0.0163,Kepler,,,
0.515552803,1.7869,1224.1,13.96,FALSE POSITIVE,0.0112,Kepler,,,
2.522590567,1.406,210.2,25.82,CONFIRMED,0.036,Kepler,,,
6.73968289,4.183,142.0,1.48,CONFIRMED,0.068,Kepler,,,
41.74598855,4.6125,421.8,2.4,CONFIRMED,0.2384,Kepler,,,
75.378004,6.744,447.8,3.82,FALSE POSITIVE,0.3495,Kepler,,,
213.258526,7.768,1992.3,2.72,CONFIRMED,0.6085,Kepler,,,
100.2830675,10.8636,351.2,2.51,CONFIRMED,0.4312,Kepler,,,
4.871223664,1.5916,6462.0,1.56,CONFIRMED,0.0301,Kepler,,,
2.984157711,1.2637,2598.0,0.92,CONFIRMED,0.0217,Kepler,,,
2.8867624,0.9879,631.8,1.24,CONFIRMED,0.0296,Kepler,,,
0.498434645,0.955,239.2,1.08,FALSE POSITIVE,0.0112,Kepler,,,
2.252976718,1.7131,467.9,1.19,CANDIDATE,0.0281,Kepler,,,
2.75505467,3.426,85.5,1.74,FALSE POSITIVE,0.0419,Kepler,,,
1.572181216,7.219,219.5,77.12,FALSE POSITIVE,0.0322,Kepler,,,
1.28805834,3.419,92.6,1.08,FALSE POSITIVE,0.0232,Kepler,,,
2.72288246,2.408,152.6,1.06,FALSE POSITIVE,0.0374,Kepler,,,
1.574090323,1.5796,224.9,0.93,CONFIRMED,0.0236,Kepler,,,
0.947738312,1.206,202.2,0.88,FALSE POSITIVE,0.0164,Kepler,,,
13.7872627,5.747,75.1,1.55,CONFIRMED,0.1151,Kepler,,,
14.4359459,3.414,107.3,1.46,CONFIRMED,0.1242,Kepler,,,
5.95958637,2.899,133.1,1.02,CONFIRMED,0.0646,Kepler,,,
16.6146221,2.706,361.2,1.49,CANDIDATE,0.1196,Kepler,,,
0.497581917,1.46,140.6,0.76,FALSE POSITIVE,0.0105,Kepler,,,
5.83892993,1.1066,237.4,1.19,CANDIDATE,0.0598,Kepler,,,
2.279523364,1.6202,126.8,0.87,CONFIRMED,0.031,Kepler,,,
12.2854718,2.996,1617.1,2.21,CONFIRMED,0.0882,Kepler,,,
5.53609368,2.2942,1223.3,2.2,CONFIRMED,0.0519,Kepler,,,
3.09756897,4.588,83.3,1.75,CANDIDATE,0.0463,Kepler,,,
58.0337426,5.584,807.1,3.21,CONFIRMED,0.2838,Kepler,,,
14.4252635,3.754,221.2,1.68,CONFIRMED,0.1122,Kepler,,,
26.6757818,2.696,474.8,2.69,CONFIRMED,0.169,Kepler,,,
0.868386354,1.066,488.5,1.52,CONFIRMED,0.0163,Kepler,,,
11.8288843,3.337,191.0,1.18,CONFIRMED,0.1,Kepler,,,
14.7512034,1.25,261.1,1.63,CONFIRMED,0.1159,Kepler,,,
1.480323978,1.833,166.2,1.46,FALSE POSITIVE,0.0249,Kepler,,,
205.385912,8.681,1248.7,2.11,CANDIDATE,0.5898,Kepler,,,
6.88707073,4.4679,68.7,1.3,CONFIRMED,0.072,Kepler,,,
165.75597,8.45,57.3,15049.8,FALSE POSITIVE,0.5822,Kepler,,,
1.11431205,2.112,160.4,1.07,FALSE POSITIVE,0.0206,Kepler,,,
3.42064689,1.767,356.8,2.27,CONFIRMED,0.0426,Kepler,,,
1.23935745,1.683,150.9,1.5,CANDIDATE,0.0216,Kepler,,,
0.675650404,1.8261,200.7,1.36,CONFIRMED,0.0153,Kepler,,,
1.407020118,1.3766,181.9,1.12,CANDIDATE,0.0229,Kepler,,,
24.4359956,6.254,496.6,2.31,CANDIDATE,0.1702,Kepler,,,
17.7337356,5.558,217.3,1.24,FALSE POSITIVE,0.1293,Kepler,,,
10.06478627,2.86,285.7,1.49,FALSE POSITIVE,0.0888,Kepler,,,
1.12976597,3.096,133.7,0.83,FALSE POSITIVE,0.0196,Kepler,,,
