period,duration,depth,planet_radius,disposition,semi_major_axis,source,star_radius,teff,logg
8.9612626,,,17.0901716,,,TESS,1.1706899,5435.5,
1.3205037,,,2.1611735,,,TESS,0.98926,5731.0,4.46
5.4588359,,,8.59319,,,TESS,1.41,6349.0,
1.5040804,,,,,,TESS,,3810.2,
5.9977892,,,11.3637133,,,TESS,1.2860301,6613.0,4.36
0.8334976,,,9.0185699,,,TESS,1.3925,6071.0,4.2
3.1580472,,,8.3204,,,TESS,1.01,7606.3,
3.7353995,,,8.61993,,,TESS,1.53,5895.0,4.1
0.8118585,,,16.3456,,,TESS,1.97,5051.7,
1.2125595,,,11.1279,,,TESS,1.48,6719.0,4.25
0.8133123,,,4.37963,,,TESS,2.12,8265.0,
4.5766182,,,,,,TESS,,5816.5,
0.6090253,,,15.1945,,,TESS,1.02,5271.7,4.34
3.4671474,,,11.6401,,,TESS,1.58,5886.0,4.07
4.5016988,,,,,,TESS,,5829.0,
2.7302636,,,13.7961,,,TESS,1.39,6307.0,4.25
2.9346956,,,23.898,,,TESS,2.23,6728.0,3.9
0.4459299,,,20.4459,,,TESS,1.7,8878.0,4.33
0.7617828,,,,,,TESS,,6132.7,
11.851162,,,,,,TESS,,4983.0,
3.2738129,,,14.6729,,,TESS,1.27,5976.0,4.27
1.7519943,,,9.23623,,,TESS,1.39,5483.0,4.14
2.0976705,,,14.488932,,,TESS,2.7729599,5914.8,3.59
0.6333315,,,6.24344,,,TESS,2.35,5713.0,3.67
3.518972,,,13.7987,,,TESS,1.16,5972.0,4.35
5.7626055,,,,,,TESS,,5558.7,
13.5098037,,,16.3981,,,TESS,0.94,5780.0,4.51
3.0131053,,,17.061,,,TESS,1.4,6838.0,4.32
3.5008785,,,14.5866828,,,TESS,1.8056901,5759.0,4.3
1.1703152,,,9.82528,,,TESS,1.23,6328.0,4.36
1.0268508,,,3.2806,,,TESS,0.85,4938.0,4.49
4.2337624,,,14.6498,,,TESS,1.86,6387.0,4.0
6.0597,,,8.06637,,,TESS,0.82,5036.0,4.54
2.9757428,,,18.7018,,,TESS,2.18,6025.0,3.81
,,,9.33426,,,TESS,0.98,5216.0,4.43
1.1771655,,,2.93951,,,TESS,0.8,5313.0,4.59
12.1525595,,,10.0438,,,TESS,1.28,6029.0,4.27
1.7201092,,,9.82252,,,TESS,1.13,5878.0,4.36
1.6242109,,,14.9916,,,TESS,1.06,5705.0,4.39
2.4330551,,,,,,TESS,,5512.0,
11.3929129,,,10.0728,,,TESS,1.14,5217.0,4.28
19.9706574,,,3.1454612,,,TESS,0.899081,4985.0,4.45
16.5272651,,,2.9241556,,,TESS,0.821739,5030.0,4.53132
722.2619756,,,2.7207078,,,TESS,1.22059,5857.0,4.26578
6.6019866,,,3.55715,,,TESS,1.45,6758.0,4.28
0.58644,,,2.31276,,,TESS,1.0,5997.7,
0.8062768,,,9.05313,,,TESS,3.37,7311.1,4.16
6.5445251,,,2.62701,,,TESS,0.98,5686.0,4.46
38.7619532,,,2.5255313,,,TESS,0.876001,5653.0,4.55306
8.6110844,,,4.3063675,,,TESS,1.76524,6908.0,4.12055
15.5718552,,,2.44317,,,TESS,1.31,6352.33,4.30502
31.7180208,,,2.2998049,,,TESS,1.30883,6352.33,4.30502
183.0019106,,,5.5931205,,,TESS,2.7539101,6200.0,3.63371
374.3644315,,,5.1223706,,,TESS,2.7539101,6200.0,3.63371
2.7299049,,,1.3513606,,,TESS,0.155498,2887.0,5.15917
32.696666,,,1.3159881,,,TESS,1.09843,6079.16,4.438
4.6545798,,,0.5531037,,,TESS,1.09843,6079.16,4.438
9.1512776,,,2.45142,,,TESS,0.79,5015.0,4.47652
,,,2.5058764,,,TESS,0.829943,5220.0,4.54936
12.4610086,,,3.2809492,,,TESS,0.726632,4891.0,4.62
0.4900589,,,1.4741529,,,TESS,0.726632,4891.0,4.62
739.1670007,,,2.6735992,,,TESS,0.721084,4159.0,4.53501
15.0700779,,,2.7293235,,,TESS,0.850729,5159.0,4.519
0.9902892,,,1.4156529,,,TESS,0.850729,5159.0,4.519
726.1175225,,,2.4385296,,,TESS,0.55033,3808.0,4.69366
6.8227645,,,3.6003512,,,TESS,2.0587699,5781.0,3.82788
73.580982,,,3.3991025,,,TESS,1.76118,7802.0,4.21386
8.2861614,,,2.2912229,,,TESS,0.914215,5809.0,4.56733
20.2730282,,,10.4386,,,TESS,0.86,5742.0,4.58473
358.2825093,,,3.8800495,,,TESS,0.865987,4354.29,4.39555
1.1343824,,,1.7532446,,,TESS,0.846842,5683.0,4.58721
,,,6.5519689,,,TESS,0.725033,4438.0,4.438
2.24704,,,18.1799,,,TESS,1.2,6846.0,4.23
25.1290153,,,1.93226,,,TESS,1.04,5871.0,4.43296
46.4093732,,,2.1862997,,,TESS,1.03563,5871.0,4.43296
,,,3.3520677,,,TESS,2.4612,6163.97,3.72396
13.4190972,,,2.4168515,,,TESS,1.20531,5914.2,4.30929
14.6762658,,,2.8523348,,,TESS,0.458861,3414.0,4.77364
21.9692578,,,4.1061739,,,TESS,0.458861,3414.0,4.77364
6.2509468,,,1.1306823,,,TESS,0.395397,3479.0,4.8309
1.6500673,,,2.3990078,,,TESS,0.454049,3896.0,4.70541
1826.0790324,,,2.7599003,,,TESS,1.07903,6034.49,4.42122
0.8303285,,,3.44971,,,TESS,0.57,3672.0,4.68064
703.79367,,,1.860295,,,TESS,0.739835,4709.0,4.57486
2.9224661,,,20.8842189,,,TESS,2.7442901,5520.0,3.55
1.17409,,,49.6799,,,TESS,3.67,8242.0,3.61
3.3513304,,,17.7728,,,TESS,8.71,4886.0,
2.9034242,,,6.62177,,,TESS,2.25,5992.0,3.77
5.4468377,,,4.39864,,,TESS,1.68,6793.0,4.15
8.9021443,,,9.954598,,,TESS,1.7521,6606.0,4.09
8.2197647,,,7.65998,,,TESS,2.12,6657.0,3.93
4.5006638,,,14.2378,,,TESS,1.48,8933.0,4.45175
16.3363665,,,2.0492403,,,TESS,0.326568,3365.0,4.89744
2.2887763,,,2.8057654,,,TESS,0.617703,3953.0,4.6489
7.4997158,,,13.7499035,,,TESS,1.90969,4979.2,3.92
1.2540806,,,10.3493319,,,TESS,0.399724,3455.0,4.82691
4.3888516,,,13.8994523,,,TESS,0.877856,5175.0,4.46488
2.6680587,,,3.45609,,,TESS,1.44,6406.0,4.23
18.4043334,,,1.2834433,,,TESS,0.133376,2891.0,5.22041
5.538329,,,2.2721409,,,TESS,0.598175,3883.0,4.65275
10.6886084,,,2.4642245,,,TESS,0.598175,3883.0,4.65275
11.5418525,,,1.8822681,,,TESS,0.901955,6112.0,4.5884
731.4808779,,,3.2537107,,,TESS,2.0546,5854.0,3.83792
12.8910022,,,2.3547529,,,TESS,0.18,31000.0,5.59962
3.9077116,,,1.5722799,,,TESS,0.64011,3917.0,4.61771
35.3573239,,,4.0299536,,,TESS,1.56285,7607.0,4.31008
602.2450921,,,2.8742544,,,TESS,1.8626699,6128.0,3.96225
749.1605231,,,2.343896,,,TESS,0.558169,3851.0,4.71539
3.352907,,,5.2933196,,,TESS,0.672832,3978.0,4.438
4.8759656,,,1.4450569,,,TESS,1.1487499,5937.0,4.35104
20.1459438,,,2.4401617,,,TESS,0.888701,5303.0,4.4996
11.8918633,,,1.692303,,,TESS,0.834552,5461.0,4.57288
718.1809317,,,1.3653089,,,TESS,0.425623,3614.0,4.80335
10.6306165,,,2.7943472,,,TESS,0.969791,5737.0,4.47544
,,,3.0678483,,,TESS,2.1748199,5423.0,3.73635
579.6472035,,,4.054669,,,TESS,1.5925601,6855.0,4.20414
1.8141215,,,1.3180464,,,TESS,1.12713,5789.58,4.35115
97.6087634,,,2.3777411,,,TESS,0.823673,5830.0,4.57203
2.4360845,,,2.46916,,,TESS,1.32,6529.0,4.33
1.8756,,,,,,TESS,,3549.7,4.87
3.0749507,,,1.6050039,,,TESS,0.308247,3246.0,4.91671
741.4238314,,,2.776093,,,TESS,1.22039,5944.0,4.30249
7.5480709,,,2.6024598,,,TESS,1.57319,6688.0,4.19679
2.118659,,,1.8325534,,,TESS,0.69132,4002.0,4.5511
5.4240691,,,2.093707,,,TESS,0.465777,3500.0,4.76752
3.3784364,,,5.0917,,,TESS,1.41,6311.0,4.23
2.6374449,,,4.35478,,,TESS,1.96,5355.0,3.82
2.5025812,,,4.90076,,,TESS,0.91,5603.0,4.49875
4.4518604,,,34.0312942,,,TESS,3.60934,8353.8,4.1
13.576858,,,3.5804,,,TESS,2.5,6730.0,3.8
2.7439029,,,11.9292388,,,TESS,0.885702,4860.0,4.438
2.5610662,,,2.3454,,,TESS,1.9,6161.0,3.95
1.0604139,,,4.5487,,,TESS,1.62,5801.2,4.22
3.2751914,,,2.81574,,,TESS,1.03,5496.0,
5.9422824,,,5.90656,,,TESS,1.63,7217.6,4.11
13.2689495,,,7.74981,,,TESS,2.85,9635.0,3.92
5.9685742,,,6.64236,,,TESS,3.44,10390.0,3.79
1.6089592,,,4.49321,,,TESS,2.42,7029.0,3.86
4.3780194,,,14.3632742,,,TESS,3.41348,4913.0,
1.0690665,,,9.4235411,,,TESS,1.13442,5930.0,4.36195
3.2535266,,,16.5212632,,,TESS,2.06072,6368.0,3.91383
5.8123508,,,2.8132678,,,TESS,0.796856,5210.8,4.58
1.3290008,,,,,,TESS,,5780.0,4.438
1.4974223,,,16.7115651,,,TESS,0.841058,5377.0,4.5569
10.6895417,,,3.7848,,,TESS,1.45476,6255.0,4.19885
3.0421334,,,16.8899988,,,TESS,2.40325,5715.4,3.92
14.3171998,,,6.37558,,,TESS,1.61,7596.0,4.27063
9.2172172,,,14.1810894,,,TESS,2.7639699,6840.0,3.72526
2.0134389,,,5.85423,,,TESS,1.75,8127.0,4.24828
3.562038,,,16.7501675,,,TESS,2.42923,7042.0,3.85746
4.4742339,,,5.7449202,,,TESS,1.04312,5225.05,4.35079
11.4041935,,,18.1901191,,,TESS,3.0048201,6160.0,3.55136
3.85589,,,14.5222913,,,TESS,1.43256,6244.5,4.21
4.3954444,,,,,,TESS,,5095.6,
5.2910096,,,,,,TESS,,,
3.9693722,,,6.3435,,,TESS,2.43,7030.0,3.86
2.2676081,,,6.4197,,,TESS,2.0,5958.0,3.87
1.491916,,,26.399811,,,TESS,4.42729,9747.0,3.54
3.7590079,,,7.61924,,,TESS,3.13,9505.0,3.83
7.4398211,,,5.48138,,,TESS,1.45,5822.0,4.14
2.6646183,,,4.25649,,,TESS,1.52,11526.0,4.56
5.7525195,,,,,,TESS,,,
7.7121208,,,3.004038,,,TESS,1.08958,5985.4,4.4
1.0817,,,2.07554,,,TESS,1.02,5759.2,4.45
7.0642486,,,19.7963184,,,TESS,1.63563,5478.8,4.4
0.450264,,,1.7032799,,,TESS,0.898718,5366.0,4.49884
3.6989939,,,1.6399568,,,TESS,1.15018,5811.0,4.33357
4.4620528,,,3.0395927,,,TESS,1.72395,5515.2,3.91
39.6251926,,,17.70843,,,TESS,1.56795,5869.0,4.07271
5.9214231,,,2.8781652,,,TESS,0.687025,4361.0,4.59663
1.0929203,,,1.3599954,,,TESS,0.687025,4361.0,4.59663
30.083503,,,12.1275255,,,TESS,1.41293,5906.5,4.16721
7.1366507,,,3.3078706,,,TESS,1.01775,5559.0,4.41401
2.054238,,,3.5135858,,,TESS,0.655595,4389.0,4.64365
92.4918048,,,7.7703331,,,TESS,0.732008,4930.5,
2.87436,,,7.91346,,,TESS,1.44,6805.0,4.26
26.0179101,,,2.5512622,,,TESS,0.913252,5489.0,4.44576
13.7748361,,,2.67656,,,TESS,1.47,6266.98,4.19069
2.0340967,,,6.38274,,,TESS,2.05,6849.0,3.99
4.4719937,,,1.08366,,,TESS,0.89,5364.0,4.5
1.8697825,,,,,,TESS,,,
1.830108,,,,,,TESS,,,
9.3305377,,,15.2895,,,TESS,1.96,6238.0,3.94
5.2574854,,,2.88855,,,TESS,0.76,4846.0,4.57
7.6247217,,,2.26441,,,TESS,0.82,5343.0,4.58
25.7086236,,,2.81726,,,TESS,0.82,5343.0,4.58
16.155134,,,2.42196,,,TESS,1.01,5785.0,4.45
4.0520368,,,4.9523134,,,TESS,0.607751,3779.0,4.64
4.7259317,,,16.7543131,,,TESS,1.85891,6203.0,3.98
21.7004042,,,3.16777,,,TESS,1.78,5788.7,4.22
4.90826,,,15.7889,,,TESS,1.83,7995.0,4.2
1.3875331,,,3.16086,,,TESS,1.14,5678.0,4.33
17.7424733,,,2.00179,,,TESS,0.69,4926.2,4.67
5.412802,,,11.0171044,,,TESS,1.47364,6468.0,4.22
3.905126,,,14.5499431,,,TESS,0.947475,5381.0,4.45342
4.6182631,,,13.3976162,,,TESS,0.889218,5328.0,4.50337
1.8555745,,,14.8951809,,,TESS,1.40959,5651.75,4.13988
3.4505658,,,12.8140087,,,TESS,1.04301,5402.0,4.37462
3.3106692,,,13.382013,,,TESS,1.3514301,6030.0,4.22
6.6363577,,,12.2701,,,TESS,1.46,5490.0,4.09312
4.8854844,,,18.1759557,,,TESS,2.0812199,5974.0,3.84282
3.0413391,,,25.3471107,,,TESS,1.02777,4034.0,4.21431
0.9023951,,,,,,TESS,,5780.0,4.438
2.6843081,,,13.9748499,,,TESS,1.01895,5616.02,4.4174
3.5256535,,,12.1210086,,,TESS,0.783768,5003.05,4.56877
1.7590566,,,20.9577864,,,TESS,1.9992501,6250.0,3.91912
5.8929985,,,16.0223,,,TESS,1.17,6182.0,4.3753
7.4463034,,,2.4048644,,,TESS,0.375859,3353.0,4.84911
3.3792358,,,13.059562,,,TESS,0.948617,5529.0,4.47066
17.9635083,,,3.2970197,,,TESS,0.794471,5229.0,4.55429
4.0822894,,,,,,TESS,,5780.0,4.438
4.3745757,,,18.8478934,,,TESS,1.99827,7305.0,4.05424
4.0434287,,,16.7752,,,TESS,1.75,6557.0,4.08473
1.8498567,,,1.7193265,,,TESS,1.0173301,5834.0,4.44433
10.3088724,,,2.2122841,,,TESS,1.0173301,5834.0,4.44433
5.2410659,,,12.4231453,,,TESS,1.28562,6064.0,4.27292
4.2253498,,,8.8893197,,,TESS,1.03122,5501.0,4.39363
2.4552388,,,12.9928631,,,TESS,0.614823,3792.0,4.63873
4.1596197,,,9.3574411,,,TESS,0.711036,4230.0,4.55383
1.0186989,,,,,,TESS,,5780.0,4.438
2.7519172,,,13.4019,,,TESS,1.28,5856.0,4.25
0.7649571,,,12.9538,,,TESS,1.65,6307.9,3.97
10.6925011,,,4.01292,,,TESS,1.15,5844.0,4.34318
8.8517354,,,3.6624912,,,TESS,1.07689,6138.0,4.43818
3.4149091,,,13.9171881,,,TESS,1.13032,5480.0,4.31394
2.9985667,,,17.8036847,,,TESS,1.04172,6126.0,4.46702
3.1208396,,,16.2108254,,,TESS,1.09921,5983.0,4.3973
1.5449334,,,10.7011777,,,TESS,1.4874001,6136.25,4.15767
4.9427985,,,15.3204961,,,TESS,1.32567,5550.93,4.18442
3.2175184,,,10.5529773,,,TESS,0.912927,5549.0,4.50842
3.939371,,,13.6344163,,,TESS,2.0955601,5904.4,3.84
5.7475343,,,6.43097,,,TESS,0.58,3750.0,4.67041
3.5018023,,,22.103526,,,TESS,1.66889,6383.9,4.03
28.6648749,,,3.15161,,,TESS,0.69,4818.0,4.65
3.7006742,,,2.61277,,,TESS,0.79,5025.0,4.56
4.9133022,,,9.33912,,,TESS,2.06,5918.0,3.84
2.88069,,,22.4297,,,TESS,1.09,5541.0,4.36
8.0379975,,,7.65886,,,TESS,5.14,5022.0,
,,,11.62,,,TESS,0.99,5557.0,4.44
5.0141991,,,13.4911728,,,TESS,1.69675,6669.0,4.12805
7.7942155,,,4.9169842,,,TESS,0.897403,5461.54,4.50982
2.7708596,,,12.2577,,,TESS,0.79,4975.0,4.55845
7.014001,,,3.6528621,,,TESS,0.789304,4975.0,4.55845
2.6634154,,,13.6857367,,,TESS,0.701369,4051.0,4.54826
5.5292743,,,23.5458512,,,TESS,1.26396,6350.0,4.34
2.2185748,,,13.3010355,,,TESS,0.776484,5023.0,4.58
3.2432488,,,14.5800064,,,TESS,1.09304,5778.0,4.37783
8.6004516,,,14.548121,,,TESS,2.3108399,6011.95,3.75585
3.7970076,,,11.7557579,,,TESS,0.832631,5211.36,4.54655
3.3119026,,,10.9625327,,,TESS,1.09206,5355.0,4.33005
3.578757,,,12.1416042,,,TESS,1.06062,5482.59,4.36922
1.5947535,,,14.3739674,,,TESS,1.15986,5703.0,4.31786
7.8127906,,,22.0599,,,TESS,2.38,8451.0,4.00707
2.7586362,,,7.78435,,,TESS,1.17,5774.0,4.32015
1.1589013,,,2.6829722,,,TESS,0.427389,3449.0,4.80176
0.8820624,,,8.3888941,,,TESS,0.782888,4669.0,4.52
3.8493846,,,16.8088001,,,TESS,3.9119101,5843.47,3.27448
0.9263237,,,1.67823,,,TESS,0.43,3573.0,4.80376
2.8164979,,,14.4894174,,,TESS,1.0130399,5413.0,4.39994
1.752217,,,20.3177656,,,TESS,0.740712,4355.0,4.53128
2.6890703,,,15.2271225,,,TESS,0.785703,4844.0,4.54518
7.3405675,,,16.7317044,,,TESS,1.4372801,5828.81,4.14418
2.6915408,,,17.4501,,,TESS,1.96,6955.0,4.04
3.9540617,,,13.1238,,,TESS,1.69,5773.0,4.03
4.45417,,,13.8017218,,,TESS,0.922087,5353.54,4.47701
2.7974757,,,12.0149088,,,TESS,0.867368,5477.0,4.54393
2.1751729,,,18.7874019,,,TESS,2.0625999,6291.0,3.9
2.0523417,,,22.5105621,,,TESS,1.16875,5767.0,4.31546
5.006622,,,2.22447,,,TESS,0.6,4006.0,4.68
4.4331838,,,12.5157,,,TESS,1.26,5667.0,4.24
1.5076298,,,4.68666,,,TESS,2.82,4954.0,
32.535016,,,,,,TESS,,6303.8,
5.1830043,,,3.63045,,,TESS,1.34,6156.0,4.25196
2.5693728,,,2.18392,,,TESS,1.34,6156.0,4.25196
1.18803,,,,,,TESS,,,
3.6001959,,,16.1928,,,TESS,1.75,7172.0,4.16
5.3073459,,,2.05347,,,TESS,1.42,5821.4,4.16
3.4902115,,,2.05978,,,TESS,1.09,6111.0,4.43
5.5387718,,,2.07738,,,TESS,1.09,6111.0,4.43
10.7148661,,,14.037554,,,TESS,0.422267,3054.0,4.438
1.773346,,,7.95884,,,TESS,3.08,6802.0,3.63
2.0348789,,,3.57655,,,TESS,2.94,8279.0,3.81
0.8560277,,,3.15801,,,TESS,2.38,11798.0,4.18
710.6982018,,,2.0928405,,,TESS,0.796254,5334.0,4.6001
82.9294114,,,11.4756331,,,TESS,0.960919,5271.0,4.43
2.4261538,,,2.6600255,,,TESS,0.960919,5271.0,4.43
19.4723789,,,17.3337286,,,TESS,1.9674799,7182.7,4.24
5.4107024,,,2.9859726,,,TESS,0.185013,2938.0,5.14513
104.6162557,,,15.8235575,,,TESS,1.97585,6115.26,3.90726
3.4672779,,,2.1135466,,,TESS,0.332564,3383.0,4.89132
,,,10.4883207,,,TESS,1.81171,6930.0,4.10087
16.364873,,,3.9248322,,,TESS,0.856226,5481.0,4.56
1.8586624,,,1.9323657,,,TESS,0.856226,5481.0,4.56
9.1910792,,,2.7251006,,,TESS,0.856226,5481.0,4.56
194.2432864,,,4.4714848,,,TESS,1.5184,7923.0,4.35405
20.9040576,,,4.53003,,,TESS,1.0,5708.0,4.44413
10.9776867,,,5.76837,,,TESS,1.0,5708.0,4.44413
19.5620458,,,3.2870868,,,TESS,0.758892,4246.8,4.5
9.7607632,,,2.22799,,,TESS,0.8,5558.0,4.62634
2.7535993,,,10.7107,,,TESS,0.86,5032.08,4.49678
15.2664658,,,12.2663968,,,TESS,0.874078,5420.82,4.52994
3.7224626,,,11.4694856,,,TESS,0.82064,4926.0,4.51771
1.2089755,,,1.68645,,,TESS,0.63,4199.0,4.65321
3.408833,,,14.2632,,,TESS,1.11,6134.0,4.41
5.8903558,,,,,,TESS,,5780.0,4.438
4.7633952,,,10.2196833,,,TESS,0.87551,5258.0,4.51
3.2047072,,,,,,TESS,,5342.0,
3.0717182,,,12.0054949,,,TESS,0.848394,5082.0,4.5108
0.3643225,,,6.9527391,,,TESS,0.347331,3473.0,4.87657
2.7186256,,,12.4543,,,TESS,1.03,6427.0,4.52834
0.9260632,,,1.67736,,,TESS,1.11,5640.0,4.35
2.4841975,,,13.3413,,,TESS,1.28,6089.0,4.28
2.2602655,,,2.7262374,,,TESS,0.341024,3236.0,4.88
0.3994445,,,0.9086617,,,TESS,0.485948,3702.0,4.75
4.0249712,,,10.8574371,,,TESS,0.770497,4492.0,4.51578
5.8795752,,,1.8721219,,,TESS,0.492759,3611.0,4.74
2.70582,,,18.4904,,,TESS,2.1,6441.6,3.91
3.6528112,,,12.6675004,,,TESS,0.907682,5610.0,4.51915
4.53347,,,13.221703,,,TESS,1.1971,5846.0,4.31
5.8176452,,,11.6459,,,TESS,1.22,5633.4,4.27
2.1747824,,,1.79105,,,TESS,0.71,4542.0,4.58
2.849282,,,4.75272,,,TESS,0.74,4279.0,4.53
4.0984741,,,14.8366922,,,TESS,1.0639499,5198.0,4.33
4.0460644,,,18.2851,,,TESS,1.81,6404.0,4.03
6.6629951,,,3.7022837,,,TESS,1.07392,5975.0,4.42
7.1385672,,,3.60516,,,TESS,0.77,5144.5,4.6
3.4715644,,,2.65245,,,TESS,0.77,5144.5,4.6
4.1591488,,,12.1616,,,TESS,1.11,5576.0,4.34
18.0826084,,,3.911716,,,TESS,0.296,3321.0,4.95373
2.5048178,,,3.9467,,,TESS,0.92,5328.0,4.47
1.1339769,,,,,,TESS,,5986.2,
5.9167817,,,18.1119,,,TESS,1.05,4781.0,4.29
5.7740318,,,24.6129,,,TESS,3.19,4837.8,
8.2000875,,,2.7997542,,,TESS,0.793476,4865.6,4.54
4.0248735,,,11.6786,,,TESS,0.75,4492.0,4.52
0.745637,,,7.71235,,,TESS,1.96,6984.0,4.04
3.0026215,,,14.0672,,,TESS,1.45,5630.0,4.11
4.6003967,,,5.39503,,,TESS,1.59,5970.5,
3.3129214,,,4.28877,,,TESS,0.98,5512.0,4.44
5.358776,,,1.4454154,,,TESS,0.275953,3562.0,4.97389
1.8868756,,,4.8297,,,TESS,2.57,7751.0,3.81
9.956296,,,8.32411,,,TESS,3.38,4956.0,
0.3011506,,,1.2801124,,,TESS,0.286178,3304.0,4.96212
20.3129649,,,10.8026737,,,TESS,1.4658999,6490.0,4.23
39.1076478,,,1.4669377,,,TESS,0.796293,5490.0,4.61819
522.6272677,,,2.2445426,,,TESS,1.40973,6199.0,4.21534
3.792456,,,1.4571721,,,TESS,0.218553,3319.0,5.03236
32.291901,,,5.1460938,,,TESS,1.23318,6013.0,4.438
6.5812768,,,1.6765354,,,TESS,2.2631199,5217.0,4.438
3.9649053,,,1.4999935,,,TESS,0.426767,3476.0,4.80232
0.336826,,,15.240658,,,TESS,1.0,5780.0,4.438
3.7634028,,,2.4144238,,,TESS,1.89742,6491.0,4.00559
8.9356558,,,2.0224563,,,TESS,0.851957,5631.0,4.57723
225.1037885,,,13.2081506,,,TESS,1.25231,5965.99,4.28007
743.4843888,,,5.4510788,,,TESS,0.697666,5342.0,4.71456
22.1536777,,,12.6297905,,,TESS,1.6267,6123.0,4.07991
692.5150646,,,2.2782015,,,TESS,0.531248,3614.0,4.71017
2.0844882,,,1.881105,,,TESS,0.713304,4443.39,4.57662
0.8409429,,,1.6732084,,,TESS,0.608498,3830.0,4.64404
23.5422422,,,2.3109407,,,TESS,0.608498,3830.0,4.64404
14.0063765,,,2.26316,,,TESS,1.33,5899.0,4.22221
1.2253159,,,2.3820012,,,TESS,0.297644,3725.0,4.92832
1.1759834,,,7.7193559,,,TESS,0.512881,3054.0,5.08962
1.9737719,,,14.2783974,,,TESS,0.697971,4664.23,4.61963
30.3599812,,,11.2141216,,,TESS,0.795118,4815.0,4.5293
13.4755461,,,1.5718719,,,TESS,0.469524,3710.0,4.7642
10.7155521,,,1.4160391,,,TESS,0.623617,4207.0,4.66778
0.768988,,,2.01326,,,TESS,0.54,3734.0,4.69992
27.9815639,,,2.85252,,,TESS,1.16,5905.0,4.34239
10.4834062,,,3.5119412,,,TESS,0.677846,4271.0,4.60188
1.6255124,,,11.2971803,,,TESS,1.04426,5483.74,4.38272
8.6239097,,,2.9176946,,,TESS,0.878735,5917.0,4.58257
88.495683,,,5.1574303,,,TESS,0.939951,5509.61,4.47728
17.5288347,,,2.8950078,,,TESS,0.829519,5164.0,4.5371
0.9167992,,,0.6115871,,,TESS,0.973028,5659.0,5.62196
22.3428773,,,11.3355032,,,TESS,1.42864,6184.0,4.20121
,,,8.9205086,,,TESS,1.42864,6184.0,4.20121
31.0343214,,,10.1577688,,,TESS,2.56935,5234.0,4.438
19.5202386,,,,,,TESS,,5780.0,4.438
31.5786847,,,4.8743389,,,TESS,1.05178,5696.0,4.40025
,,,2.5653805,,,TESS,1.2886699,6000.0,5.03448
5.3909915,,,2.22182,,,TESS,0.87,5405.0,4.53628
3.2903136,,,7.5296069,,,TESS,0.567309,3579.0,4.67905
13.1187746,,,2.9857871,,,TESS,1.57458,7800.0,4.31091
17.8335899,,,2.16267,,,TESS,1.43,6304.0,4.22164
4.4291253,,,6.3443547,,,TESS,2.0848899,6559.17,3.95184
25.9213509,,,1.9119702,,,TESS,0.786678,5011.0,4.56555
27.9102929,,,19.2884326,,,TESS,1.39013,6327.0,4.438
8.8849511,,,12.6838437,,,TESS,0.977054,5160.0,4.39775
7.8344688,,,3.7973353,,,TESS,0.731146,4837.0,4.60493
3.0051929,,,2.1434355,,,TESS,0.731146,4837.0,4.60493
5.5460893,,,8.8601851,,,TESS,1.88937,6963.86,4.07013
3.7705865,,,15.822462,,,TESS,1.38188,5897.0,4.18651
4.1194175,,,2.68492,,,TESS,0.98,5598.0,4.45
4.6663795,,,13.2255,,,TESS,1.57,7712.0,4.31
8.2003748,,,15.9053,,,TESS,1.76,6011.0,3.99
2.7694936,,,1.27326,,,TESS,0.47,3807.0,4.77
5.7060868,,,1.89602,,,TESS,0.47,3807.0,4.77
0.5168347,,,6.597837,,,TESS,0.273,3274.0,4.9794
82.6901439,,,6.8236925,,,TESS,0.831915,5073.0,4.53
482.8191,,,6.9087752,,,TESS,0.831915,5073.0,4.53
2.7875233,,,15.2099907,,,TESS,1.27487,6408.3,4.34
3.9813082,,,2.36323,,,TESS,1.16,6011.9,4.36
7.2455997,,,14.2395,,,TESS,2.68,6169.1,3.65
2.2251639,,,1.50436,,,TESS,0.92,5509.0,4.5
3.1442556,,,4.69096,,,TESS,1.0,5691.0,4.45
11.1684037,,,12.77,,,TESS,1.22,5981.0,4.31
5.5109534,,,3.08109,,,TESS,1.31,6404.0,4.31
2.3494903,,,14.6551,,,TESS,1.51,7418.5,4.31
2.6921752,,,16.0682,,,TESS,1.68,7461.4,4.22
10.9245478,,,1.9015018,,,TESS,0.74413,4884.0,4.49
3.1129681,,,1.5002,,,TESS,0.69,4104.0,4.57
5.2289874,,,2.3513,,,TESS,1.28,6213.0,4.3
4.1137862,,,15.0368,,,TESS,1.88,6327.0,3.99
4.5461685,,,21.1272,,,TESS,2.4,5341.8,3.98
13.8338893,,,10.4349704,,,TESS,0.876814,4225.95,4.37245
5.3193755,,,19.6684639,,,TESS,2.3693399,6350.0,3.78918
1.5538188,,,1.2643202,,,TESS,0.192729,3244.0,5.07736
3.4878754,,,16.8851071,,,TESS,1.22041,5752.44,4.27789
3.7998536,,,13.2670623,,,TESS,0.759375,4133.4,4.48806
3.4732399,,,16.6589645,,,TESS,1.56373,7406.97,4.27763
4.1074291,,,3.971632,,,TESS,1.30055,5205.0,4.45924
1.3887494,,,15.9057,,,TESS,2.08,7825.0,4.07227
4.5195089,,,14.3049176,,,TESS,1.0321,5887.0,4.44001
1.2969404,,,11.2860342,,,TESS,0.463184,3003.0,4.76981
