period,duration,depth,planet_radius,kepid,koi,disposition,semi_major_axis,source,star_radius,teff,logg,tic,planet_name,host_name,toi
2.52894,1.8,,1.44,,,CANDIDATE,,K2,0.962,,,TIC 406412126,EPIC 220708327.01,EPIC 220708327,
2.311162,4.0296,,51.6,,,CANDIDATE,,K2,1.58,,,TIC 414920805,EPIC 220725183.01,EPIC 220725183,
3.128977,3.3,,1.282,,,CANDIDATE,,K2,0.976,5140.0,4.625,TIC 233023063,EPIC 226042826.01,EPIC 226042826,
0.872893,3.4368,,,,,FALSE POSITIVE,,K2,,,,TIC 800830102,EPIC 228682364.01,EPIC 228682364,
15.35092,3.6,,16.31,,,CANDIDATE,,K2,0.943467,5417.0,4.46174,TIC 98753307,EPIC 228707509.01,EPIC 228707509,
15.32811688418,4.1138054,,16.40718966,,,CANDIDATE,,K2,0.943467,5417.0,4.46174,TIC 98753307,EPIC 228707509.01,EPIC 228707509,
15.78132,3.4008,,10.87,,,CANDIDATE,,K2,,,,TIC 110996418,EPIC 228720681.01,EPIC 228720681,
15.78157905706,3.9993972,,11.76767971,,,CANDIDATE,,K2,1.0,5780.0,4.438,TIC 110996418,EPIC 228720681.01,EPIC 228720681,
5.20256,1.3992,,3.58,,,CANDIDATE,,K2,0.995782,5489.0,4.42401,TIC 152870383,EPIC 228724899.01,EPIC 228724899,
16.770556,,,13.24001074,,,FALSE POSITIVE,,K2,2.87646,4939.0,3.54,TIC 98677050,EPIC 228729473.01,EPIC 228729473,
16.77217,12.4008,,19.29,,,FALSE POSITIVE,,K2,3.88053,4898.0,,TIC 98677050,EPIC 228729473.01,EPIC 228729473,
48.249552,,,17.99855135,,,CANDIDATE,,K2,0.956171,5792.0,4.52,TIC 429302130,EPIC 228734889.01,EPIC 228734889,
25.988289,,,316.73370059,,,CANDIDATE,,K2,15.95329,4382.0,2.07,TIC 176943961,EPIC 228737155.01,EPIC 228737155,
18.69646,2.2008,,2.35,,,CANDIDATE,,K2,0.764037,5212.0,4.62123,TIC 98675725,EPIC 228753871.01,EPIC 228753871,
12.20239,4.0008,,4.15,,,CANDIDATE,,K2,1.01169,5869.0,4.45328,TIC 288605104,EPIC 228758948.01,EPIC 228758948,
4.18787,2.2008,,1.36,,,CANDIDATE,,K2,0.972391,5589.98,4.45714,TIC 98627779,EPIC 228784812.01,EPIC 228784812,
19.57833,2.5992,,2.77,,,CANDIDATE,,K2,0.940594,5613.0,4.4869,TIC 176944608,EPIC 228809391.01,EPIC 228809391,
19.57572,,,2.84337254,,,CANDIDATE,,K2,0.90705,5611.0,4.55,TIC 176944608,EPIC 228809391.01,EPIC 228809391,
0.844548,0.58,,1.005,,,CANDIDATE,,K2,0.165,3109.0,5.13,TIC 98674982,EPIC 228814754.01,EPIC 228814754,
11.73677,2.1,,1.82,,,CANDIDATE,,K2,0.761077,3984.72,4.469,TIC 175371660,EPIC 228834632.01,EPIC 228834632,
0.728113,,,1.1,,,CONFIRMED,,K2,0.32,3782.0,5.0,TIC 51641442,EPIC 228836835 b,EPIC 228836835,
0.72813,0.7992,,1.27,,,CONFIRMED,,K2,0.423901,3506.0,4.8049,TIC 51641442,EPIC 228836835 b,EPIC 228836835,
25.58142,5.4,,8.35,,,CANDIDATE,,K2,1.9082,5409.94,3.84995,TIC 130643080,EPIC 228846243.01,EPIC 228846243,
10.583942,3.8,,2.72,,,CANDIDATE,,K2,0.874,5280.0,4.531,TIC 51640851,EPIC 228872473.01,EPIC 228872473,
5.69046,3.3,,18.81,,,CANDIDATE,,K2,1.80891,5549.0,3.91446,TIC 94925023,EPIC 228888935.01,EPIC 228888935,
1.055785,,,1.51966184,,,CANDIDATE,,K2,0.592773,4315.0,4.73,TIC 130589987,EPIC 228952747.01,EPIC 228952747,
37.20364,3.1008,,5.1,,,CANDIDATE,,K2,0.829429,5476.0,4.58278,TIC 94923808,EPIC 228964773.01,EPIC 228964773,
20.84919,4.9992,,3.01,,,CANDIDATE,,K2,2.37225,9767.0,4.08394,TIC 130610137,EPIC 228974907.01,HIP 61018,
16.140442,,,2.05969274,,,CONFIRMED,,K2,0.975013,5870.0,4.4,TIC 94924543,EPIC 229004835 b,EPIC 229004835,
16.141132,,,2.332,,,CONFIRMED,0.1237,K2,0.999,5868.0,,TIC 94924543,EPIC 229004835 b,EPIC 229004835,
16.1388,,,2.18,,,CONFIRMED,,K2,0.998,5839.0,4.42,TIC 94924543,EPIC 229004835 b,EPIC 229004835,
16.13655,2.1,,2.02,,,CONFIRMED,,K2,0.995311,5886.0,4.47031,TIC 94924543,EPIC 229004835 b,EPIC 229004835,
0.251647,,,27.97665274,,,CANDIDATE,,K2,0.986936,5833.0,4.41,TIC 130639648,EPIC 229039390.01,EPIC 229039390,
11.67254,3.1008,,3.87,,,CANDIDATE,,K2,1.22705,5725.0,4.26894,TIC 291157563,EPIC 229103251.01,EPIC 229103251,
4.03692,1.5,,2.24,,,CANDIDATE,,K2,0.735009,4861.07,4.60421,TIC 377263357,EPIC 229133720.01,EPIC 229133720,
4.036791,,,2.33800166,,,CANDIDATE,,K2,0.72841,4933.0,4.65,TIC 377263357,EPIC 229133720.01,EPIC 229133720,
3.137611,1.7208,,,,,CANDIDATE,,K2,0.452762,3579.0,4.8253,TIC 130700441,EPIC 229228348.01,EPIC 229228348,
9.632039,0.98,,2.279,,,CANDIDATE,,K2,0.697,4646.0,4.608,TIC 198667693,EPIC 230517965.01,EPIC 230517965,
18.239311,4.3,,3.792,,,CANDIDATE,,K2,0.477,4015.0,4.809,TIC 77900781,EPIC 236744423.01,EPIC 236744423,
11.109675,2.6,,2.462,,,CANDIDATE,,K2,0.657,4813.0,4.66,TIC 49687294,EPIC 245928102.01,EPIC 245928102,
5.138,,,,,,CANDIDATE,,K2,,,,TIC 8995204,EPIC 245944983.01,EPIC 245944983,
5.1392756,2.426,,2.17365,,,CANDIDATE,,K2,0.71,4014.0,4.53,TIC 8995204,EPIC 245944983.01,EPIC 245944983,
10.7228,,,1.2998,,,FALSE POSITIVE,0.0879,K2,1.114,5909.0,4.287,TIC 49591398,EPIC 246022853.01,EPIC 246022853,
29.957262,2.9,,8.456,,,CANDIDATE,,K2,0.711,4897.0,4.695,TIC 9099036,EPIC 246030759.01,EPIC 246030759,
8.04473,,,,,,CANDIDATE,,K2,0.79,4975.0,,TIC 49591302,EPIC 246042088.01,EPIC 246042088,
11.82469,,,,,,CANDIDATE,,K2,0.79,4975.0,,TIC 49591302,EPIC 246042088.02,EPIC 246042088,
2.0507,,,0.4064,,,FALSE POSITIVE,0.0258,K2,0.645,4514.0,4.703,TIC 4553489,EPIC 246048459.01,EPIC 246048459,
7.084267,3.0,,3.848,,,CANDIDATE,,K2,0.765,4572.0,4.617,TIC 404225518,EPIC 246061904.01,EPIC 246061904,
20.676056,3.9,,3.302,,,CANDIDATE,,K2,0.765,4572.0,4.617,TIC 404225518,EPIC 246061904.02,EPIC 246061904,
6.786539,2.9,,1.2,,,CANDIDATE,,K2,0.975,5866.0,4.361,TIC 8939120,EPIC 246067130.01,EPIC 246067130,
2.988541,2.4,,3.504,,,CANDIDATE,,K2,1.023,5761.0,4.364,TIC 423612780,EPIC 246088339.01,EPIC 246088339,
21.436032,3.0,,2.486,,,CANDIDATE,,K2,0.467,3627.0,4.767,TIC 49784497,EPIC 246120353.01,EPIC 246120353,
0.8768,,,8.4683,,,FALSE POSITIVE,0.0034,K2,0.515,3734.0,4.724,TIC 301328381,EPIC 246163416.01,EPIC 246163416,
0.877,,,,,,FALSE POSITIVE,,K2,,,,TIC 301328381,EPIC 246163416.01,EPIC 246163416,
6.39595,,,,,,CANDIDATE,,K2,0.68,3972.0,,TIC 278965554,EPIC 246178445.01,EPIC 246178445,
3.853494,2.4,,6.957,,,CANDIDATE,,K2,0.744,4459.0,4.619,TIC 301328844,EPIC 246260670.01,EPIC 246260670,
4.696045,2.4,,2.57,,,CANDIDATE,,K2,0.782,5003.0,4.605,TIC 398573061,EPIC 246261316.01,EPIC 246261316,
8.6387,,,,,,CANDIDATE,,K2,0.647,5120.0,,TIC 301176722,EPIC 246265680.01,EPIC 246265680,
3.98547,,,,,,CANDIDATE,,K2,0.72,4256.0,,TIC 250107419,EPIC 246270904.01,EPIC 246270904,
16.607299,3.7,,2.532,,,CANDIDATE,,K2,0.756,4878.0,4.685,TIC 136820022,EPIC 246290342.01,EPIC 246290342,
16.980197,4.1,,2.705,,,CANDIDATE,,K2,0.879,5319.0,4.482,TIC 301137296,EPIC 246310303.01,EPIC 246310303,
1.827,,,0.99,,,CANDIDATE,0.0187,K2,0.503,3949.0,4.753,TIC 313885044,EPIC 246313886.01,EPIC 246313886,
1.29655,2.1,,8.559,,,CANDIDATE,,K2,0.586,3583.0,4.645,TIC 136821197,EPIC 246317113.01,EPIC 246317113,
3.379516,2.1,,4.742,,,CANDIDATE,,K2,0.741,4940.0,4.585,TIC 301256862,EPIC 246325464.01,EPIC 246325464,
1.082361,1.2,,7.158,,,CANDIDATE,,K2,1.721,5556.0,4.032,TIC 38333081,EPIC 246331347.01,EPIC 246331347,
1.082,,,2.22,,,CANDIDATE,0.0162,K2,0.516,3408.0,4.399,TIC 38333081,EPIC 246331347.01,EPIC 246331347,
3.35,,,0.97,,,CANDIDATE,0.0266,K2,0.427,4408.0,4.617,TIC 301134534,EPIC 246331418.01,EPIC 246331418,
9.32,,,1.43,,,CANDIDATE,0.0724,K2,0.427,4408.0,4.617,TIC 301134534,EPIC 246331418.02,EPIC 246331418,
13.9145,,,,,,CANDIDATE,,K2,1.6,6640.0,,TIC 301138749,EPIC 246356732.01,EPIC 246356732,
4.03776,,,,,,CANDIDATE,,K2,0.58,4689.0,,TIC 38270198,EPIC 246362870.01,EPIC 246362870,
7.539949,4.0,,2.511,,,CANDIDATE,,K2,1.205,5661.0,4.338,TIC 301174595,EPIC 246366798.01,EPIC 246366798,
5.10555,1.8,,10.889,,,CANDIDATE,,K2,1.109,4938.0,4.621,TIC 311056047,EPIC 246377038.01,EPIC 246377038,
17.768404,3.3,,2.787,,,CANDIDATE,,K2,0.763,4961.0,4.667,TIC 248050726,EPIC 246380972.01,EPIC 246380972,
4.464438,3.5,,6.184,,,CANDIDATE,,K2,1.434,5894.0,4.145,TIC 301080852,EPIC 246405278.01,EPIC 246405278,
11.416439,2.0,,3.034,,,CANDIDATE,,K2,0.451,3668.0,4.826,TIC 301175013,EPIC 246429728.01,EPIC 246429728,
7.21084,3.1,,2.26,,,CANDIDATE,,K2,1.053,5739.0,4.286,TIC 262567644,EPIC 246448041.01,EPIC 246448041,
13.284219,2.7,,1.233,,,CANDIDATE,,K2,0.124,3245.0,5.24,TIC 303676760,EPIC 246711015.01,EPIC 246711015,
24.213117,3.7,,0.505,,,CANDIDATE,,K2,0.124,3245.0,5.24,TIC 303676760,EPIC 246711015.02,EPIC 246711015,
2.46564,5.5,,30.186,,,CANDIDATE,,K2,2.497,7068.0,3.927,TIC 245902092,EPIC 246777408.01,EPIC 246777408,
18.896192,3.0,,1.975,,,CANDIDATE,,K2,0.545,4459.0,4.654,TIC 436574070,EPIC 246851148.01,EPIC 246851148,
6.1802679,,,,,,CONFIRMED,,K2,1.586,6202.0,4.157,TIC 411839167,EPIC 246851721 b,EPIC 246851721,
6.18026138745,4.1830206,,13.70374653,,,CONFIRMED,,K2,1.73931,6513.0,4.08,TIC 411839167,EPIC 246851721 b,EPIC 246851721,
6.180235,4.10808,,11.780659,,,CONFIRMED,0.07229,K2,1.586,6202.0,4.157,TIC 411839167,EPIC 246851721 b,EPIC 246851721,
13.107894,4.3,,25.768,,,CANDIDATE,,K2,1.081,5732.0,4.353,TIC 311365815,EPIC 246899433.01,EPIC 246899433,
1.925,,,1.07,,,CANDIDATE,0.0251,K2,0.236,3067.0,4.772,TIC 293836988,EPIC 246909566.01,EPIC 246909566,
10.1997,,,,,,CANDIDATE,,K2,0.97,5340.0,,TIC 436725149,EPIC 246920193.01,EPIC 246920193,
21.371372,6.6,,16.514,,,CANDIDATE,,K2,1.14,4692.0,4.413,TIC 436615005,EPIC 246947582.01,EPIC 246947582,
7.098695,2.9,,1.837,,,CANDIDATE,,K2,0.681,4857.0,4.676,TIC 436725612,EPIC 246987084.01,EPIC 246987084,
4.20566,,,,,,CANDIDATE,,K2,0.9,5006.0,,TIC 68893269,EPIC 247047370.01,EPIC 247047370,
4.20507412692,1.1574129,,3.32404522,,,CANDIDATE,,K2,0.877822,5086.0,4.48,TIC 68893269,EPIC 247047370.01,EPIC 247047370,
9.7051,,,,,,CANDIDATE,,K2,1.24,5090.0,,TIC 68576786,EPIC 247063356.01,EPIC 247063356,
0.73217,1.3,,1.108,,,CANDIDATE,,K2,0.827,4641.0,4.526,TIC 68655248,EPIC 247122439.01,EPIC 247122439,
5.2289874,3.386,,2.3513,,,CANDIDATE,,K2,1.28,6213.0,4.3,TIC 68646526,EPIC 247164043.01,EPIC 247164043,
5.228352,3.5,,2.282,,,CANDIDATE,,K2,1.272,6265.0,4.223,TIC 68646526,EPIC 247164043.01,EPIC 247164043,
3.1764,,,0.9532,,,CANDIDATE,0.0377,K2,0.741,4434.0,4.631,TIC 18540366,EPIC 247223703.01,EPIC 247223703,
2.419472,5.8,,36.563,,,CANDIDATE,,K2,2.476,6830.0,3.97,TIC 337575333,EPIC 247226616.01,EPIC 247226616,
6.770834,6.7,,25.455,,,CANDIDATE,,K2,2.243,6310.0,4.014,TIC 68746914,EPIC 247281516.01,EPIC 247281516,
14.616783,3.9,,2.119,,,CANDIDATE,,K2,0.821,5174.0,4.615,TIC 18482620,EPIC 247396991.01,EPIC 247396991,
13.7579,,,,,,CANDIDATE,,K2,0.76,4860.0,,TIC 118447675,EPIC 247445728.01,EPIC 247445728,
3.3733,,,1.5839,,,CANDIDATE,0.0279,K2,0.779,5634.0,4.494,TIC 69054629,EPIC 247560727.01,EPIC 247560727,
8.4356,,,2.9192,,,CANDIDATE,0.0708,K2,0.779,5634.0,4.494,TIC 69054629,EPIC 247560727.02,EPIC 247560727,
3.09246,1.9,,2.413,,,CANDIDATE,,K2,0.698,4051.0,4.661,TIC 18483759,EPIC 247562358.01,EPIC 247562358,
20.379434,14.0,,24.603,,,CANDIDATE,,K2,4.259,4993.0,3.279,TIC 238416379,EPIC 247698108.01,EPIC 247698108,
4.420394,6.0,,10.293,,,CANDIDATE,,K2,2.875,5943.0,3.917,TIC 69086979,EPIC 247708770.01,EPIC 247708770,
1.248905,1.8,,4.073,,,CANDIDATE,,K2,1.289,5496.0,4.235,TIC 337418339,EPIC 247724061.01,EPIC 247724061,
12.505,,,1.673,,,CANDIDATE,0.1034,K2,0.975,5214.0,4.466,TIC 59959987,EPIC 247744801.01,EPIC 247744801,
11.95706,4.0,,2.635,,,CANDIDATE,,K2,0.829,5292.0,4.579,TIC 85108908,EPIC 247856284.01,EPIC 247856284,
7.624,,,2.4551,,,CANDIDATE,0.0775,K2,1.29,5998.0,4.241,TIC 60267998,EPIC 247874191.01,EPIC 247874191,
6.363302,1.5,,2.786,,,CANDIDATE,,K2,0.819,4482.0,4.621,TIC 349072212,EPIC 247885088.01,EPIC 247885088,
5.164157,2.2,,1.006,,,CANDIDATE,,K2,0.627,3832.0,4.63,TIC 268280043,EPIC 247988033.01,EPIC 247988033,
18.001053,5.2,,3.794,,,CANDIDATE,,K2,1.043,5579.0,4.359,TIC 268023701,EPIC 248018863.01,EPIC 248018863,
9.426901,2.3,,5.543,,,CANDIDATE,,K2,1.427,5895.0,4.184,TIC 60010019,EPIC 248222323.01,EPIC 248222323,
4.71688,2.3,,3.725,,,CANDIDATE,,K2,0.701,4846.0,4.679,TIC 374179977,EPIC 248420036.01,EPIC 248420036,
18.436944,3.9,,8.002,,,CANDIDATE,,K2,0.853,5308.0,4.529,TIC 374339383,EPIC 248526480.01,EPIC 248526480,
5.7519475,2.428,,2.96374,,,CANDIDATE,,K2,0.84,4181.8,4.4,TIC 277697921,EPIC 248527709.01,EPIC 248527709,
5.751763,2.6,,2.378,,,CANDIDATE,,K2,0.726,4256.0,4.623,TIC 277697921,EPIC 248527709.01,EPIC 248527709,
10.472764,3.1,,2.354,,,CANDIDATE,,K2,0.726,4256.0,4.623,TIC 277697921,EPIC 248527709.02,EPIC 248527709,
3.917682,2.4,,5.581,,,CANDIDATE,,K2,0.656,4566.0,4.682,TIC 374269904,EPIC 248574836.01,EPIC 248574836,
3.577501,1.662,,3.3001,,,CANDIDATE,,K2,0.87,4642.1,4.43,TIC 349986198,EPIC 248639411.01,EPIC 248639411,
3.577394,1.7,,3.05,,,CANDIDATE,,K2,0.799,4626.0,4.573,TIC 349986198,EPIC 248639411.01,EPIC 248639411,
14.390721,4.0,,2.55,,,CANDIDATE,,K2,1.025,5872.0,4.352,TIC 392850705,EPIC 248740016.01,EPIC 248740016,
9.032248,3.0,,2.364,,,CANDIDATE,,K2,0.762,4967.0,4.668,TIC 392848730,EPIC 248740571.01,EPIC 248740571,
16.100178,3.9,,2.576,,,CANDIDATE,,K2,0.762,4967.0,4.668,TIC 392848730,EPIC 248740571.02,EPIC 248740571,
2.491154,4.0,,9.774,,,CANDIDATE,,K2,1.756,6362.0,4.122,TIC 350074163,EPIC 248740905.01,EPIC 248740905,
1.754,,,5.06,,,CANDIDATE,0.0365,K2,0.608,4663.0,4.665,TIC 393496970,EPIC 248775938.01,EPIC 248775938,
16.222,,,1.28,,,CANDIDATE,0.0999,K2,0.503,3852.0,4.749,TIC 349987359,EPIC 248782482.01,EPIC 248782482,
2.571267,1.8,,5.97,,,CANDIDATE,,K2,1.75,6216.0,4.147,TIC 350022495,EPIC 248827616.01,EPIC 248827616,
3650.0,53.6,,12.44199,,,CONFIRMED,4.5,K2,2.7,4898.0,3.52,TIC 392876254,EPIC 248847494 b,EPIC 248847494,
13.071041,5.2,,2.285,,,CANDIDATE,,K2,1.246,5937.0,4.214,TIC 358805916,EPIC 248865761.01,EPIC 248865761,
28.848339,7.1,,3.657,,,CANDIDATE,,K2,1.75,5344.0,3.795,TIC 63838888,EPIC 248869142.01,EPIC 248869142,
6.695687,3.4,,2.17,,,CANDIDATE,,K2,0.905,5320.0,4.461,TIC 186282430,EPIC 249217834.01,EPIC 249217834,
27.917236,5.0,,2.551,,,CANDIDATE,,K2,0.905,5320.0,4.461,TIC 186282430,EPIC 249217834.02,EPIC 249217834,
17.818211,3.0,,2.77,,,CANDIDATE,,K2,0.689,3878.0,4.567,TIC 23507318,EPIC 249236972.01,EPIC 249236972,
5.116834,4.9,,31.682,,,CANDIDATE,,K2,1.591,6983.0,4.06,TIC 292263845,EPIC 249239123.01,EPIC 249239123,
7.522109,4.0,,2.249,,,CANDIDATE,,K2,1.386,6356.0,4.184,TIC 438900799,EPIC 249373875.01,EPIC 249373875,
1.075,,,,,,CANDIDATE,,K2,0.567,3503.0,4.447,TIC 73803791,EPIC 249391469.01,EPIC 249391469,
18.786043,3.6,,2.846,,,CANDIDATE,,K2,0.773,5450.0,4.487,TIC 73848795,EPIC 249401939.01,EPIC 249401939,
15.320606,4.2,,1.77,,,CANDIDATE,,K2,1.118,5819.0,4.272,TIC 422668855,EPIC 249418609.01,EPIC 249418609,
7.943604,3.3,,1.992,,,CANDIDATE,,K2,0.87,5498.0,4.479,TIC 428875585,EPIC 249476992.01,EPIC 249476992,
7.815366,2.9,,2.403,,,CANDIDATE,,K2,0.755,4884.0,4.676,TIC 428918500,EPIC 249559552.01,EPIC 249559552,
19.520805,3.9,,2.318,,,CANDIDATE,,K2,0.755,4884.0,4.676,TIC 428918500,EPIC 249559552.02,EPIC 249559552,
39.57057,6.0,,23.661,,,CANDIDATE,,K2,2.041,5166.0,3.761,TIC 287539569,EPIC 249561595.01,EPIC 249561595,
11.29231,2.9,,2.348,,,CANDIDATE,,K2,0.689,4660.0,4.676,TIC 287538776,EPIC 249599275.01,EPIC 249599275,
24.481285,3.6,,2.49,,,CANDIDATE,,K2,0.761,4861.0,4.674,TIC 70863764,EPIC 249649721.01,EPIC 249649721,
10.307387,3.4,,2.602,,,CANDIDATE,,K2,0.875,5359.0,4.491,TIC 422690299,EPIC 249703125.01,EPIC 249703125,
10.205377,7.9,,6.31,,,CANDIDATE,,K2,2.356,6332.0,4.062,TIC 70178670,EPIC 249731291.01,EPIC 249731291,
23.336739,10.0,,5.824,,,CANDIDATE,,K2,2.356,6332.0,4.062,TIC 70178670,EPIC 249731291.02,EPIC 249731291,
1.696716,1.3,,5.738,,,CANDIDATE,,K2,1.992,5289.0,3.864,TIC 335955427,EPIC 249822095.01,EPIC 249822095,
31.396001,4.7,,10.695,,,CANDIDATE,,K2,1.783,5631.0,3.916,TIC 432260916,EPIC 249827330.01,EPIC 249827330,
18.277358,3.2,,1.933,,,CANDIDATE,,K2,0.636,4280.0,4.696,TIC 118696099,EPIC 249828900.01,EPIC 249828900,
28.888589,6.2,,6.05,,,CANDIDATE,,K2,1.319,6117.0,4.212,TIC 347940884,EPIC 249865296.01,EPIC 249865296,
2.228112,1.8,,1.398,,,CANDIDATE,,K2,0.693,4355.0,4.651,TIC 386976414,EPIC 249883770.01,EPIC 249883770,
3.5951,4.33,,1.95,,,CONFIRMED,0.047,K2,1.71,5430.0,3.99,TIC 432254760,EPIC 249893012 b,EPIC 249893012,
15.624,6.37,,3.67,,,CONFIRMED,0.13,K2,1.71,5430.0,3.99,TIC 432254760,EPIC 249893012 c,EPIC 249893012,
35.747,9.56,,3.94,,,CONFIRMED,0.22,K2,1.71,5430.0,3.99,TIC 432254760,EPIC 249893012 d,EPIC 249893012,
0.801864,0.89,,1.433,,,CANDIDATE,,K2,0.393,3594.0,4.834,TIC 297305079,EPIC 249901311.01,EPIC 249901311,
17.562214,2.9,,12.272,,,CANDIDATE,,K2,1.619,5873.0,4.136,TIC 294771856,EPIC 249921188.01,EPIC 249921188,
1.705,,,,,,CANDIDATE,,K2,,,,TIC 294772579,EPIC 250001426.01,EPIC 250001426,
35.960194,4.0,,2.45,,,CANDIDATE,,K2,0.672,4090.0,4.587,TIC 294647915,EPIC 250045116.01,EPIC 250045116,
17.92,,,2.07,,,CANDIDATE,0.1417,K2,0.576,4176.0,4.696,TIC 294715445,EPIC 250099723.01,EPIC 250099723,
22.122365,4.0,,3.715,,,CANDIDATE,,K2,0.969,5393.0,4.517,TIC 294720594,EPIC 250106132.01,EPIC 250106132,
3.287912,2.9928,,,,,FALSE POSITIVE,,K2,1.01769,5137.0,4.36236,TIC 55360702,EPIC 251281013.01,EPIC 251281013,
0.505602,1.776,,,,,FALSE POSITIVE,,K2,0.907577,4830.0,4.4144,TIC 55276688,EPIC 251286992.01,EPIC 251286992,
20.924593,1.5336,,,,,CANDIDATE,,K2,0.423,2980.0,4.198,TIC 55278292,EPIC 251288417.01,EPIC 251288417,
1.288312,1.9896,,,,,FALSE POSITIVE,,K2,0.57612,3412.0,4.67151,TIC 55361028,EPIC 251292508.01,EPIC 251292508,
19.581519,2.7168,,,,,CANDIDATE,,K2,0.861,5638.0,4.525,TIC 55316277,EPIC 251292838.01,EPIC 251292838,
6.854931,1.2624,,,,,CANDIDATE,,K2,1.031,5360.0,4.343,TIC 55266835,EPIC 251294036.01,EPIC 251294036,
6.85484645911,1.5226064,,15.65450044,,,CANDIDATE,,K2,1.06192,4797.5,4.27798,TIC 55266835,EPIC 251294036.01,EPIC 251294036,
4.392503,1.8,,1.11,,,CANDIDATE,,K2,0.669,4707.0,4.634,TIC 55267074,EPIC 251304634.01,EPIC 251304634,
0.598197,1.9608,,,,,FALSE POSITIVE,,K2,1.2496,5132.0,4.18405,TIC 55377064,EPIC 251307609.01,EPIC 251307609,
2.804246,3.924,,,,,FALSE POSITIVE,,K2,2.42516,5938.45,3.70201,TIC 55285974,EPIC 251308775.01,EPIC 251308775,
0.691617,1.9608,,,,,FALSE POSITIVE,,K2,1.74944,5285.0,3.91131,TIC 86117499,EPIC 251314585.01,EPIC 251314585,
0.540527,1.8912,,,,,FALSE POSITIVE,,K2,1.03596,5187.17,4.35186,TIC 86071285,EPIC 251315031.01,EPIC 251315031,
11.349445,5.8632,,,,,FALSE POSITIVE,,K2,1.6958,6002.0,4.02464,TIC 86039410,EPIC 251327548.01,EPIC 251327548,
5.998652,10.8,,,,,FALSE POSITIVE,,K2,2.66723,4930.0,,TIC 86036265,EPIC 251330444.01,EPIC 251330444,
2.883162,3.132,,,,,FALSE POSITIVE,,K2,1.21341,6100.45,4.33075,TIC 86119727,EPIC 251345848.01,EPIC 251345848,
0.545251,1.9608,,,,,FALSE POSITIVE,,K2,1.23632,6074.26,4.31071,TIC 86119726,EPIC 251345849.01,EPIC 251345849,
0.493967,2.148,,,,,FALSE POSITIVE,,K2,1.9409,7437.0,4.09251,TIC 414968850,EPIC 251347050.01,EPIC 251347050,
0.504475,1.8528,,,,,FALSE POSITIVE,,K2,1.35063,6963.0,4.36169,TIC 86070316,EPIC 251353301.01,EPIC 251353301,
0.781949,2.6016,,,,,FALSE POSITIVE,,K2,1.58567,5480.9,4.01992,TIC 414963560,EPIC 251356484.01,EPIC 251356484,
5.21459,4.0944,,,,,FALSE POSITIVE,,K2,0.996212,5457.16,4.41909,TIC 86070236,EPIC 251356953.01,EPIC 251356953,
30.921004,5.484,,,,,CANDIDATE,,K2,1.761,6680.0,4.099,TIC 386908880,EPIC 251380988.01,EPIC 251380988,
1.332797,3.924,,,,,FALSE POSITIVE,,K2,1.06188,6519.0,4.51302,TIC 203289678,EPIC 251383916.01,EPIC 251383916,
0.592255,1.9608,,,,,FALSE POSITIVE,,K2,1.04814,5660.49,4.40155,TIC 138687671,EPIC 251390801.01,EPIC 251390801,
8.07181,3.2304,,,,,FALSE POSITIVE,,K2,1.24106,5709.51,4.25823,TIC 138660308,EPIC 251393748.01,EPIC 251393748,
0.678473,1.812,,,,,FALSE POSITIVE,,K2,1.5871,5744.27,4.0497,TIC 138660558,EPIC 251393916.01,EPIC 251393916,
26.286249,8.7024,,,,,FALSE POSITIVE,,K2,1.31469,5980.95,4.24181,TIC 126369442,EPIC 251394139.01,EPIC 251394139,
11.634988,4.4,,2.605,,,CANDIDATE,,K2,1.096,6020.0,4.306,TIC 126323200,EPIC 251399501.01,EPIC 251399501,
0.660085,1.9608,,,,,FALSE POSITIVE,,K2,1.16067,4401.0,4.1475,TIC 284993262,EPIC 251404897.01,EPIC 251404897,
3.37433,6.12,,,,,FALSE POSITIVE,,K2,3.77637,4708.0,,TIC 126239578,EPIC 251411166.01,EPIC 251411166,
14.223889,3.6,,21.936,,,CANDIDATE,,K2,1.155,5023.0,4.524,TIC 66714484,EPIC 251578729.01,EPIC 251578729,
10.973135,2.7,,2.67,,,CANDIDATE,,K2,0.697,4940.0,4.668,TIC 203216124,EPIC 251584580.01,EPIC 251584580,
9.485826,15.3408,,,,,FALSE POSITIVE,,K2,,,,,EPIC 251809286.01,EPIC 251809286,
7.220585,5.3856,,,,,FALSE POSITIVE,,K2,,,,,EPIC 251809628.01,EPIC 251809628,
5.7459996,,,,,,CONFIRMED,,K2,0.3073,3348.0,4.926,TIC 203214081,G 9-40 b,G 9-40,
5.7459945,1.185,,2.06081,,,CONFIRMED,,K2,0.32,3413.0,4.91,TIC 203214081,G 9-40 b,G 9-40,
5.745912,1.1328,,,,,CONFIRMED,,K2,0.307,3390.0,4.943,TIC 203214081,G 9-40 b,G 9-40,
5.746007,1.3368,,2.025,,,CONFIRMED,0.0385,K2,0.3073,3348.0,4.926,TIC 203214081,G 9-40 b,G 9-40,
5.7459982,1.693,,1.9,,,CONFIRMED,0.0418,K2,0.3026,3395.0,4.84,TIC 203214081,G 9-40 b,G 9-40,
1.2089802,1.25976,,1.62,,,CONFIRMED,0.01888,K2,0.613,4269.0,4.651,TIC 301289516,GJ 9827 b,GJ 9827,
